Rev_Title,Rev_Rate,Rev_Bdy,Rev_Hlp,Rev_Home,Prod_ID
Excellente,5.0,utilisation gaming et bureautiquepoints fortspréciseréactivepoids adaptableconfortjolieles un peu moinsla molette en mode libre est très sensible mais on si habitue vitele bruit de la molette en mode libre quand on bouge la souris latéralement et le son trop présent en mode enclenchéun peu lourde même à vide ca me convient sans aucun poids ajouté,1,France,3
Pas pour les grands pouces,2.0,ma  ma lâché jai donc jeté mon dévolu sur cette ́ception  ayant de grandes mains et grands doigts ma main nest pas au repos sur cette souris contrairement à la  le plus inconfortable est le bouton situé sous le pouce on ne peut le reposer sur le flanc de la souris le bouton len empêche pas top du tout en utilisation bureautiquesinon coté positif beaucoup de boutons souris rapide et précisemais la bureautique étant mon activité principale je la renvoie à amazon et vais prendre la mx master  pour le travail,0,France,3
Souris parfaite pour le FPS,5.0,rapport qualité prix imbattable souris parfaite pour les jeux type fps call of dutypas testé sur d’autre type de jeuxprise en main agréable les poids sont vraiment un plus pour gagner en précision j’ai lu des commentaires sur la molette qui n’était pas assez prononcé sur le cran quand on l’a fait tourner je trouve ça largement plus précis que mon ancienne souris et plus agréable elle ne couine pas et aucun frottements ce font ressentir également sur le cache en dessous de la souris qui abrite les poids que vous pouvez rajouter certain commentaires mentionnes le fait que ce cache ne tiens pas en place car simplement un aiment le fait tenir rassurez vous vous n’êtes pas près de le faire bouger si vous ne jetez pas la souris contre les murs 😊 la souris glisse très bien sur mon tapis corsair  elle accroche juste comme il faut pour la précision matériaux de bonnes factures et de qualitésle seul point que je trouve un peu dommage c’est le logiciel que je trouve peu intuitif et manque de fonction essentiel reste à voir sur la durée ce que vaut la souris en tout cas pour le moment elle fait le travail et j’en suis satisfaita acheter les yeux fermés,0,France,3
Conforme à mes attentes,5.0,jai acheté cette souris la  pour remplacer ma  qui était trop petite et trop légère pour moi jai plutôt une grande main  la prise en main est parfaite elle tombe pile dans la paume de la main les doigts ne dépassent pas des clics le pouce ne touche pas le tapis les boutons supplémentaires sont bien placés léclairage rgb est efficace et contrôlable à volonté avec le pilote à télécharger sur le site pas besoin de le télécharger si vous avez déjà installé un pilote pour un autre périphérique logitech le scroll est très agréable plusieurs de mes amis lont aussi et on en est très satisfaits je nutilise personnellement pas les poids supplémentaires le câble est tressé et jaime ça le laser est invisible il nest pas rouge comme les souris bas de gamme attention  ce produit est souvent en promo dans les € donc ne lachetez pas plein pot ,0,France,3
La perfection s'appelle Logitech,5.0,tout simplement la meilleure souris que jai pu tenir dans les mains déjà fan de sa jumelle muni dun fil jai passé le cap du sans fil avec le tapis qui va avec alors oui cest un budget mais alors le confort dutilisation est multiplié  la liberté du sans fil sans ses inconvénients que demandez de plus logitech na plus rien a prouver je suis tombé amoureux de cette marque après lachat dun clavier logitech  doccasion qui avait  ans que jai gardé  ans et revendu dans le même état ,0,France,3
Très bonne souris,5.0,jutilise surtout cette souris en utilisation retouchebureautique plutôt que gamerje cherchais un modèle remplaçant ma défunte rat  et jétais habitué au repose pouce donc jai cherché une forme similaireles boutons programmable sont pratique il manqué juste la molette latérale de la rat qui était fort pratiqueen point negatif je trouve la molette un peu raide sur les crans au travail jai une logitech  bien plus agréable côté crans et touchéla led seule est un petit plus sympatique car couleur et animation programmable mais prends toute sa substance avec un clavier de la gamme pour ma part un  qui fait un tout unifié programme de gestion unique qui peut être encore plus poussé par un programme tiers gratuit qui permet énormément de possibilitéesje nai pas installé les poids supplémentaires le poids dorigine me convenant,0,France,3
Souris pas joueuse,1.0,aucune note car cette souris na pas fonctionné pas dalimentation électrique malgré lessai sur plusieurs pcdonc retournée et non échangéela présentation ainsi que limpression de qualité était au rendezvousje pense que cette souris doit être recommandable lorsquelle fonctionne correctement,1,France,3
Une super souris gamer !!!,4.0,je suis étudiant en informatique je passe donc beaucoup dheure par jours sur mon pc tant à étudié quà jouer  mais cette souris est vraiment génial  elle est rapide précise confortable je ne me pose même pas la question quand je lutilise cest vraiment très instinctif quand on a réussi à programmer la souris cest donc pour cela que jai mis quatre étoiles le logicielle fournis avec par logitech est vraiment mal fichus il nest pas intuitif et mériterai dêtre mieux optimisé jespère donc quune mise à jour viendra vite mais comme je lai dis ci dessus la souris est vraiment génial vous pouvez y aller les yeux fermés ps  la commande est arrivé dans un temps raisonnable,1,France,3
"Parfait sous Linux, pour le gaming ou bureautique",5.0,excellente souris aussi bien pour les jeux fps que pour les applications bureautiques petit temps dadaptation avant ensuite cest parfait et on ladore fonctionne très bien sous windows  et linuxsous linux il faut installer piper pour pouvoir programmer les boutons et les lumières rgb pour cette logitech  sous ubuntu  il suffit de faire brancher la souris au pc dans le terminalsudo addaptrepository ppalibratbagpiperpiperlibratbaggitsudo aptget updatesudo apt install piperpiper,0,France,3
Une très bonne souris gaming,4.0,jai cette souris depuis  mois et cest quasiment un sans faute je vais commencer par ma seule déception  la gaine tressée du câble usb que sest déchiréeaprès malgré plusieurs chutes des transports en sac à dos etc tous les boutons fonctionnent comme au premier jour cest dévidence un matériel solidela suite logicielle permet des réglages très fin que ce soit sur la sensibilitée de la souris le rétroéclairage lanalyse des clic etc ou pour ladapter à un nouveau tapis javoue être tombé sur ce réglage par hasard en lisant un commentaire sur amazon  cest juste excellent à lusage dernière chose que japprécie cest lhyperscrolling après un temps dadaptation cest très sympa,0,France,3
